title,text,subject
Special Counsel Mueller filing shows Manafort drafted Ukraine op-ed despite gag order,"WASHINGTON (Reuters on Friday ) - U.S. Special Counsel Robert Mueller late on Friday unveiled a trove of evidence against President Donald Trumpâ€™s former campaign manager Paul Manafort to convince a judge that he violated a gag order by ghost-writing an article to bolster his public image. The evidence Mueller revealed in a filing, which is a fraction of what he said earlier on Friday he has collected, is the first clear indication of the depth of his investigation and the nature of what his investigators have found. In the 41-page filing, prosecutors in Muellerâ€™s office produced emails, drafts with tracked edits and records showing that a computer user named â€œpaul manafortâ€ created a version of the op-ed and made numerous changes on November 29 â€œbetween 8:41 p.m. and 9:11 p.m.â€, and â€œlast saved at 9:12 p.m.â€. They also produced records indicating that the op-ed, published on Thursday in the English-language Kyiv Post over Muellerâ€™s objections, tracked talking points Manafort and his business associate Richard Gates wrote in August 2016. That was after Manafort was forced to resign from Trumpâ€™s campaign because of political work he had done for pro-Russian figures including former Ukrainian President Viktor Yanukovych. Mueller also claimed in the filing that Manafort collaborated on the piece with Konstantin Kilimnik, a Russian to whom Mueller alluded in a filing earlier this week as having ties to Russian intelligence. The filing did not disclose how Muellerâ€™s team acquired the data, and Jason Maloni, a spokesman for Manafort, declined to comment on it. In the filing, Muellerâ€™s team argued that U.S. District Court for the District of Columbia Judge Amy Berman Jackson should deny a request by Manafort to lift his house arrest, saying the op-ed violated her gag order and demonstrated that he cannot be trusted. â€œBail is fundamentally about trust,â€ the filing said. â€œEven taken in the light most favorable to Manafort, this conduct shows little respect for this Court and a penchant for skirting (if not breaking) rules.â€ Manafortâ€™s attorney Kevin Downing on Thursday denied that his client had violated the gag order, saying an article published in a Ukrainian newspaper would not substantially prejudice the case in the United States. [L1N1O72H6] Downing acknowledged in a filing on Thursday that Manafort had helped edit the piece, but said it was his clientâ€™s First Amendment right to defend himself. He did not immediately respond to an emailed request for comment on Muellerâ€™s second filing. Muellerâ€™s team responded to Downingâ€™s First Amendment argument by citing a Supreme Court case that found that free speech does not â€œdisable a district court â€œ from taking steps to protect cases that could be harmed by â€œthe creation of a â€˜carnival atmosphereâ€™ in high profile cases.â€ A federal grand jury indicted Manafort and his business associate Rick Gates in October as part of Muellerâ€™s investigation into accusations of Russian meddling in the 2016 U.S. presidential election and possible collusion between Russia and the Trump campaign. Russia has denied any meddling and Trump has dismissed any suggestions of collusion. The charges against Manafort include conspiracy to launder money and failing to register as a foreign agent working on behalf of former pro-Russian Ukrainian President Viktor Yanukovychâ€™s government, who was ousted in 2014. Manafort and Gates are under house arrest and electronic monitoring, but they have been negotiating to have those conditions lifted. All parties were ordered by the judge on Nov. 8 not to discuss the case in public or with the media in a way that could substantially prejudice a fair trial. Earlier this week, Muellerâ€™s team discovered the draft op-ed was in the works and ordered Manafortâ€™s lawyers to shut it down. It was published on Thursday under the byline of Oleg Voloshyn, a former spokesman for Ukraineâ€™s foreign affairs ministry. [L1N1O71RK] On December 5, Voloshyn emailed the U.S. Embassy claiming credit for writing the piece and accusing Mueller of â€œdeliberately twist(ing) the reality,â€ according to an email in the filing. The article praised Manafortâ€™s work helping Ukraine secure better relations with the European Union and said he lobbied for pro-Western values, not Russian interests. Documents Mueller filed with the court showed that Gates and Manafort worked together in August and September of 2016 to craft â€œnarrativesâ€ to deflect negative press about Manafort after his resignation from the campaign. â€œNeed to beat back the idea that this was nefarious work,â€ a document said. â€œYour efforts were in support and promotion of pro-democratic values around the world.â€ The â€œnarrativesâ€ also claimed that Manafort â€œnever worked in Russia or for Russians,â€ that his work was â€œcentered on pro-Ukraine efforts to enter the EU,â€ and that he â€œnever took cash payments.â€ Manafort and Gates are scheduled to appear in court on Monday for a status conference hearing, where the judge is likely to address the dispute. Earlier on Friday, Mueller revealed in another filing that his office has turned over more than 400,000 emails, financial records and other documents to Manafortâ€™s lawyers to demonstrate what evidence the government has against him ahead of a 2018 trial. In addition, they provided imaged copies of 36 electronic devices such as laptops, telephones and thumb drives, copies of 15 search or seizure warrants, and 2,000 so-called â€œhotâ€ documents, or those that contain potentially crucial evidence. ",politicsNews
"Trump lifts refugee ban, but admissions still plummet, data shows"," WASHINGTON (Reuters) - In late October, President Donald Trump lifted a temporary ban on most refugee admissions, a move that should have cleared the way for more people fleeing persecution and violence to come to the United States. Instead, the number of refugees admitted to the country has plummeted. In the five weeks after the ban was lifted, 40 percent fewer people were allowed in than in the last five weeks it was in place, according to a Reuters analysis of State Department data. That plunge has gone almost unnoticed. As he lifted the ban, Trump instituted new rules for tougher vetting of applicants and also effectively halted, at least for now, the entry of refugees from 11 countries deemed as high risk. The latter move has contributed significantly to the precipitous drop in the number of refugees being admitted. The data shows that the Trump administrationâ€™s new restrictions have proven to be a far greater barrier to refugees than even his temporary ban, which was limited in scope by the Supreme Court. The State Department data shows that the kind of refugees being allowed in has also changed. A far smaller portion are Muslim. When the ban was in place they made up a quarter of all refugees. Now that it has been lifted they represent just under 10 percent.Â  Admissions over five weeks is a limited sample from which to draw broad conclusions, and resettlement numbers often pick up later in the fiscal year, which began in October. But the sharp drop has alarmed refugee advocates. â€œTheyâ€™re pretty much shutting the refugee program down without having to say thatâ€™s what theyâ€™re doing,â€ said Eric Schwartz, president of Refugees International. â€œTheyâ€™ve gotten better at using bureaucratic methods and national security arguments to achieve nefarious and unjustifiable objectives.â€ Trump administration officials say the temporary ban on refugees, and the new security procedures that followed, served to protect Americans from potential terrorist attacks. Supporters of the administrationâ€™s move also argue that the refugee program needed reform and that making it more stringent will ultimately strengthen it. â€œThe program needed to be tightened up,â€ said Joshua Meservey, a senior policy analyst at the Heritage Foundation, a conservative think tank, who formerly worked in refugee resettlement in Africa. â€œIâ€™m all for strengthening the vetting, cracking down on the fraud, being really intentional on who we select for this, because I think it protects the program ultimately when we do that.â€ A State Department official attributed the drop in refugee admissions to increased vetting, reviews aimed at identifying potential threats, and a smaller annual refugee quota this year of 45,000, the lowest level in decades. â€œRefugee admissions rarely happen at a steady pace and in many years start out low and increase throughout the year. It would be premature to assess (the 2018 fiscal yearâ€™s) pace at this point,â€ the official said, speaking on condition of anonymity. Trump has made controlling immigration a centerpiece of his presidency, citing both a desire to protect American jobs and national security. During the 2016 presidential campaign he said Syrian refugees could be aligned with Islamist militants and promised â€œextreme vettingâ€ of applicants. The White House did not respond to a request for comment. After the ban was lifted the new rules imposed included a requirement that refugees provide 10 years of biographical information, rather than five years, a pause in a program that allows for family reunification, and a â€œdetailed threat analysis and reviewâ€ of refugees from 11 countries. A Department of Homeland Security spokesman said that 90-day review began on Oct. 25, the day after Trump lifted the ban. Officials have said that during the review period, refugees from Egypt, Iran, Iraq, Libya, Mali, North Korea, Somalia, South Sudan, Sudan, Syria and Yemen will be allowed in on a case by case basis, but they have also said priority will be given to other applicants. For each of the last three years, refugees from the 11 countries made up more than 40 percent of U.S. admissions. While nine of the 11 countries are majority Muslim, it is often their religious minorities, including Christians and Jews, who seek asylum in the United States. And in practice, of the 11 countries only Iran, Iraq, Somalia, South Sudan, Sudan and Syria produce refugees who resettle in the United States in meaningful numbers. Trump administration officials have said the 90-day review does not amount to a bar on refugees from the 11 countries. But just as the review launched, the number of refugees coming from those countries ceased almost entirely. In the five weeks before the ban was lifted, 587 refugees from the 11 countries were allowed in, despite tough eligibility rules, according to the Reuters review of the State Department data.Â In the five weeks after Trump lifted the ban, just 15 refugees from those countries were allowed in. From all countries, 1,469 refugees were admitted to the United States in the five weeks between Oct. 25 and Nov. 28, according to the State Department data. That was 41 percent lower than during the final five weeks of the ban, when nearly 2,500 refugees gained entry. Just 9 percent of refugees admitted to the United States between Oct. 25 and Nov. 28 were Muslim, and 63 percent were Christian. In the five weeks prior, 26 percent were Muslim and 55 percent were Christian. More refugees were allowed in during the period the temporary refugee ban was in place because the Supreme Court, in okaying the ban in June, required refugees withÂ â€bona fideâ€ ties to the United States be exempted. The new rules have been challenged in court, but no rulings have yet been issued. Each twist in U.S. refugee policy has left Alireza, a gay Iranian refugee living in Turkey, confused, desperate for information, and less hopeful he will ever make it to the United States. Alireza, 34, had already been interviewed by U.S. officials and was on track for resettlement when Trump issued his first refugee ban in January. He declined to share his last name because his family does not know he is gay, but he shared documents with Reuters on his case to confirm his identity and refugee status. When Trumpâ€™s ban was initially blocked by federal courts, Alireza was able to continue the vetting process and was close to the point of being resettled. Then came the Supreme Court ruling reinstating the ban, and then the new restrictions replacing the ban. As a refugee from one of the 11 countries targeted for additional scrutiny, he is once again in limbo. Alireza questions the national security logic of the new review. He and his boyfriend of 13 years fled to Turkey in 2014 after facing harassment, beatings and extortion in Iran. Human rights groups say that discriminatory laws in Iran against sexual minorities put them at risk of harassment and violence. In Turkey, he said, they scrape by with unstable part-time work and feel threatened by what they see as a rise in anti-gay sentiment in Turkish society. â€œWe ourselves have been hurt by the Islamist system in Iran,â€ he said in a recent telephone interview from Eskisehir, in northwestern Turkey. â€œWhy would we suffer for three years (in Turkey) so that we could come to America and commit terrorism?â€ ",politicsNews
"Trump on Twitter (Dec 8) - Hanukkah, Roy Moore, Wells Fargo","The following statementsÂ were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own.Â Reuters has not edited the statements or confirmed their accuracy.  @realDonaldTrump : - Tonight, @FLOTUS Melania and I were thrilled to welcome so many wonderful friends to the @WhiteHouse â€“ and wish them all a very #HappyHanukkah bit.ly/2B1EO7q [0036 EST] - I fulfilled my campaign promise - others didnâ€™t! [0041 EST] - Big crowd expected today in Pensacola, Florida, for a Make America Great Again speech. We have done so much in so short a period of time...and yet are planning to do so much more! See you there! [0811 EST] - LAST thing the Make America Great Again Agenda needs is a Liberal Democrat in Senate where we have so little margin for victory already. The Pelosi/Schumer Puppet Jones would vote against us 100% of the time. Heâ€™s bad on Crime, Life, Border, Vets, Guns & Military. VOTE ROY MOORE! [1006 EST] - Fines and penalties against Wells Fargo Bank for their bad acts against their customers and others will not be dropped, as has incorrectly been reported, but will be pursued and, if anything, substantially increased. I will cut Regs but make penalties severe when caught cheating! [1018 EST] - MAKE AMERICA GREAT AGAIN! [1246 EST] - â€œThe unemployment rate remains at a 17-year low of 4.1%. The unemployment rate in manufacturing dropped to 2.6%, the lowest ever recorded. The unemployment rate among Hispanics dropped to 4.7%, the lowest ever recorded...â€ @SecretaryAcosta @USDOL [1402 EST] - On my way to Pensacola, Florida. See everyone soon! #MAGA [1825 EST] - Just arrived at the Pensacola Bay Center. Join me LIVE on @FoxNews in 10 minutes! #MAGA [2004 EST] -- Source link: (bit.ly/2jBh4LU) (bit.ly/2jpEXYR) ",politicsNews
U.S. lawyer defending travel ban grilled in court over Trump's tweets,"WASHINGTON/NEW YORK (Reuters) - Federal appeals court judges on Friday asked about President Donald Trumpâ€™s sharing of anti-Muslim videos on his Twitter account, as they grilled a U.S. government lawyer about the legality of the presidentâ€™s latest travel ban. Judge Pamela Harris asked government lawyer Hashim Mooppan about Trumpâ€™s Nov. 29 online sharing of three anti-Muslim videos posted on Twitter by a far-right British party leader. Lawyers say that and earlier statements by Trump prove the policy is aimed at blocking the entry of Muslims, rather than the presidentâ€™s stated goal of preserving national security. â€œEven with deference, construing them in the light most favorable to the president, itâ€™s a little tricky to find the national security rationale in thoseâ€ Twitter posts, Harris said at the 4th U.S. Circuit Court of Appeals hearing in Richmond, Virginia, monitored by Reuters over audio feed. This week, the U.S. Supreme Court allowed the ban to take effect while litigation over its ultimate validity unfolds. Certain categories of people from Chad, Iran, Libya, Somalia, Syria and Yemen are barred from entering the United States, as well as people from North Korea and some government officials from Venezuela. The Republican president has said the ban is needed to protect the United States from terrorism. However, Judge James A. Wynn Jr. said Trump â€œtweets the very thingâ€ that his opponents claim is behind the ban. â€œWhat do we do with that?â€ On Wednesday, the 9th U.S. Circuit Court of Appeals held a hearing over the ban, in a separate case brought by the state of Hawaii. A lawyer from the American Civil Liberties Union argued against the ban on behalf of several refugee groups, civil rights groups and individual American Muslims who say they are harmed by the ban. Mooppan argued on behalf of the government that the latest travel ban should be considered on its own merits, and separately from statements Trump has made on social media or elsewhere that could be construed to be anti-Muslim. He noted that the latest iteration of the ban came after a review by government agencies. â€œI need you to explain to me how a review process by subordinate executive branch officials is an independent act that can cure the taint from presidential statements,â€ Harris, an Obama appointee, said to Mooppan. Judge Barbara Milano Keenan, also an Obama appointee, asked why nationality was more relevant than other factors such as gender in considering the potential for terrorist acts. â€œCould he ban the entry of all men until evidence showed further that men are not the ordinary and customary perpetrators of terrorist activity?â€ Keenan asked. â€œIf 99 percent of terrorist acts are committed by men, arenâ€™t we really protecting this country if we just keep out the men?â€ Mooppan pointed to previous bans on the entry of Iranians by Democratic President Jimmy Carter and Cubans by Republican President Ronald Reagan as examples of presidents who barred people based on nationality. ACLU attorney Cecillia Wang faced tough questioning from Judge Paul Niemeyer, who asked when it would be justified for courts to question the national security determinations of the president. â€œAll foreign policy is a black box and it should be,â€ said Niemeyer, a George H.W. Bush appointee.  Trump issued his first travel ban in January. The order, which targeted several Muslim-majority countries, caused chaos at airports and was blocked by courts. He revised it in March, and that ban expired in September after a long court fight. It was replaced with the current version. The U.S. Supreme Court is expected to ultimately decide the issue in the coming months. ",politicsNews
U.S. House committee 'may reconsider' WHO cancer agency funds,"LONDON (Reuters) - U.S. congressional committee members warned on Friday that Washingtonâ€™s funding of the World Health Organizationâ€™s cancer research agency could be halted unless it is more open about its operations. In a letter to the France-based International Agency for Research on Cancer (IARC) - a semi-autonomous unit of the WHO - the U.S. House of Representatives Science, Space, and Technology (SST) Committee warned it â€œmay reconsider U.S. taxpayer fundingâ€ if IARC â€œdoes not demonstrate transparencyâ€. No-one at IARC, which is based in Lyon, France, was immediately available to comment. Since 1985, IARC has received more than $48 million from the U.S. National Institutes of Health, $22 million of which has gone to IARCâ€™s â€œmonographâ€ program, which assesses whether various substances can cause cancer in people. Fridayâ€™s letter is the latest twist in an ongoing feud between IARC and two congressional committees. They began an investigation in 2016 after a number of IARCâ€™s assessments - that substances as diverse as coffee, mobile phones and processed meat cause cancer - sparked controversy. The lawmakers said their concerns were also fueled by the cancer agencyâ€™s review of glyphosate, the primary ingredient of Monsantoâ€™s weedkiller Roundup.     A Reuters investigation in October found that a draft of a key section of IARCâ€™s assessment of glyphosate underwent significant changes before the report was made public. In their letter, SST Committee Chairman Lamar Smith, Vice Chairman Frank Lucas, and Chairman of the Environment Subcommittee, Andy Biggs, repeated an earlier request to IARCâ€™s director, Christopher Wild, to provide potential witnesses for a hearing before their committee.  â€œIf IARC does not provide a full response to the request for potential witnesses, the committee will consider whether the values of scientific integrity and transparency are reflected in IARC Monographs and if future expenditures of federal taxpayer dollars to this end need to continue,â€ they wrote. Smith and Biggs had last month written to Wild asking him for more information about IARCâ€™s operations and a list of potential witnesses for a hearing.  Wild responded in a letter on Nov. 20 in which he defended IARCâ€™s monographs as â€œconsensus evaluations developed by working groups of independent experts, free from vested interestsâ€.  He declined to provide a list of potential witnesses for the hearing, but said Smith and Biggs would be welcome to visit IARC and question him and his staff. In Fridayâ€™s letter, the lawmakers said their concerns about IARC were of a â€œserious natureâ€ and â€œshould not be disregarded by IARCâ€. They asked Wild to respond by Dec. 15. ",politicsNews
Trump senior aide Dina Powell to resign early next year: White House,"WASHINGTON (Reuters) - U.S. President Donald Trumpâ€™s Deputy National Security Adviser for strategy, Dina Powell, plans to resign early next year but will continue to have a role in Middle East diplomacy, the White House said on Friday. White House spokeswoman Sarah Sanders said Powell, a key player in U.S. diplomatic efforts in the Middle East, had always planned to stay one year at the Trump White House and then return to her home in New York. Powell could be one of several administration officials to leave at the one-year mark of Trumpâ€™s presidency. Speculation has centered on Secretary of State Rex Tillerson, who officials say could be replaced by CIA Director Mike Pompeo, and top economic adviser Gary Cohn may possibly leave also. Powellâ€™s replacement is likely to be Nadia Schadlow, a National Security Council aide who has been working with Powell on a new U.S. national security strategy expected to be released in the next couple of weeks, a senior administration official said. Powell has been one of Trumpâ€™s inner circle and a key aide to National Security Adviser H.R. McMaster. She engaged in diplomacy throughout the Middle East with Trumpâ€™s senior adviser and son-in-law, Jared Kushner. â€œDina has done a great job for the administration and has been a valued member of the Israeli-Palestinian peace team. She will continue to play a key role in our peace efforts and we will share more details on that in the future,â€ Kushner said in a statement. Trumpâ€™s move to have the United States officially recognize Jerusalem as the capital of Israel has been denounced across much of the Arab world. His team is working on a framework for a potential Israeli-Palestinian peace deal that aides say could be released early next year. ",politicsNews
Special Counsel Mueller produces evidence that Manafort drafted op-ed,"WASHINGTON (Reuters) - U.S. Special Counsel Robert Mueller unveiled a trove of documents on Friday showing what he said was â€œirrefutable evidenceâ€ that President Donald Trumpâ€™s former campaign manager Paul Manafort violated a court gag order by ghost-writing an opinion piece designed to improve his public image. In a 41-page court filing, prosecutors provided emails, copies of documents tracking edits of the draft, and other materials they said proved that Manafort wrote a positive article about his political work in Ukraine. That opinion article, which was published on Thursday in an English-language Ukrainian newspaper, also closely tracked  talking points that Manafort and his business associate Rick Gates created as far back as August 2016, when Manafort was forced to resign from the Trump campaign. ",politicsNews
U.S. top court takes up Republican challenge to Maryland electoral district,"WASHINGTON (Reuters) - The U.S. Supreme Court on Friday added a second case to its docket on a contentious issue that could have major consequences for American elections, agreeing to decide whether Democratic lawmakers in Maryland unlawfully drew a congressional district in a way that would prevent a Republican candidate from winning. The courtâ€™s agreement to take up an appeal by Republican voters in Maryland regarding the U.S. House of Representatives district came two months after the justices heard arguments in a high-profile challenge by Democratic voters to Republican-drawn state legislative districts in Wisconsin. Both cases target a practice known as partisan gerrymandering that aims to entrench one party in power and that critics have called a distortion of the democratic process. The justices have not yet issued a ruling in the Wisconsin case. Each case presents a different legal theory as to why limits should be placed on partisan gerrymandering, and the courtâ€™s decision to take up a second case on the issue hints that at least some of the nine justices are seriously considering cracking down on it.  Gerrymandering, a practice dating back two centuries in American politics, involves manipulating boundaries of legislative districts to benefit one party and diminish another. Legislative districts around the United States are redrawn every decade after the national census to reflect population changes. The â€œredistrictingâ€ in most states is done by the party in power though some states assign the task to independent commissions. The Supreme Court for decades has been willing to invalidate state electoral maps on the grounds of racial discrimination but never those drawn simply for partisan advantage. In the Maryland case, the Republican voters targeting the Democratic-drawn electoral map appealed a 2-1 ruling in August by a panel of three federal judges sitting in Baltimore rejecting their challenge. Marylandâ€™s sixth congressional district, the focus of the case, was previously held by a Republican and now is held by Democrat John Delaney. When the Supreme Court heard arguments in the Wisconsin case on Oct. 3, the justices appeared closely divided, with conservative Justice Anthony Kennedy likely to cast the deciding vote. The Republican challengers in Maryland take aim at a single electoral district, not the whole state as in the Wisconsin case. They argue that the district should be struck down because it was drawn by Democrats as a form of retaliation on the basis of past party affiliation based on the Constitutionâ€™s guaranteed rights of free association and free speech. The challengers in the Wisconsin case argued that the Republican electoral map violated Democratic votersâ€™ rights to equal protection under the law as well as free speech and association. In the Wisconsin case, the legal argument advanced by the Democratic challengers was that an electoral map would be unlawful if the intent was to discriminate against minority party voters, the map had a sizable effect in accomplishing that goal and that there was no other justification for the map. The theory was based in part on measuring the number of â€œwastedâ€ votes in each district cast for a losing candidate and comparing each partyâ€™s total wasted votes on a statewide basis. The results, plaintiffs said, show whether one partyâ€™s votes are more likely to be wasted than the other partyâ€™s, which would show evidence of unconstitutional extreme partisan gerrymandering. ",politicsNews
White House pressures Big Corn to meet on U.S. biofuels policy,"(Reuters) - President Donald Trumpâ€™s administration called two lawmakers from the U.S. corn belt to convince them to join talks about potential changes to biofuels policy to ease the burden on oil refineries, according to a spokesman for one of the lawmakers and a source briefed on the matter. The effort is the clearest sign yet Trump is seeking to mediate the long-running dispute between the U.S. oil industry and corn growers over the Renewable Fuel Standard (RFS), a law requiring refiners to blend increasing volumes of biofuels like corn-based ethanol every year into the nationâ€™s fuels. Refiners say the law is putting them out of business, but ethanol interests have vehemently opposed any changes.  White House Chief of Staff General John Kelly on Thursday called Republican Senator Chuck Grassley of corn-growing state Iowa - a leading supporter of the biofuels industry - to discuss the possibility of a meeting, Grassleyâ€™s office told Reuters on Friday.  And Agriculture Secretary Sonny Perdue called Republican Senator Joni Ernst, also of Iowa, on the issue, a source briefed on the matter told Reuters, asking not to be named. Trump and senior cabinet officials met with nine Republican senators from states with oil refineries on Thursday, including Ted Cruz of Texas. Some of the senators said after the meeting that Trump was interested in having all sides on the issue work together toward a solution. A spokesman for Grassleyâ€™s office said that Grassley â€œwould of course meet with any senator who requests a meeting.â€ The spokesman, Michael Zona, added that Kelly, in his call to Grassley, â€œreiterated the presidentâ€™s unwavering commitment to ethanol, the RFS and Midwestern farmers.â€  Officials in Ernstâ€™s office and at the White House did not respond to a request for comment. A new meeting could be scheduled as early as next week, according to the source briefed on the matter. The talks could lay the groundwork for potential future legislation to overhaul the RFS program, but would require co-operation from representatives of the corn industry to pass Congress.      The RFS was introduced more than a decade ago by President George W. Bush as a way to boost U.S. agriculture, slash energy imports and cut emissions, and has since fostered a market for ethanol amounting to 15 billion gallons a year. Refiners oppose the RFS because they say it costs them hundreds of millions of dollars a year in blending and regulatory expenses, while propping up demand for rival fuels.  The industry has requested tweaks to the policy in the past that would cut the annual volume targets for biofuels, allow ethanol exports to be counted against those targets, or shift the blending burden to supply terminals from refiners.      But the Trump administration has ruled in favor of Big Corn and against the refining industry in a series of decisions this year.  Last month, the Environmental Protection Agency, the regulator which administers the RFS, slightly increased biofuels volumes targets for 2018. Senators on both sides of the debate have used parliamentary procedures like holds on administrative appointments to punish rivals. For example, Cruz has said he would block Iowa Agriculture Secretary Bill Northeyâ€™s nomination to a key post at the U.S. Department of Agriculture until he gets a meeting about a biofuels compromise that includes all sides. ",politicsNews
Former Trump adviser interviewed in Congress in Russia probe,"WASHINGTON (Reuters) - Walid Phares, a former campaign adviser to President Donald Trump, testified to the U.S. House of Representatives Intelligence Committee on Friday in its investigation of possible Russian efforts to influence the 2016 U.S. election. Phares did not speak to reporters as he entered the committeeâ€™s classified meeting room around 11 am EDT (1600 GMT) or when he left about four hours later. In response to a request for comment Pharesâ€™ assistant told Reuters: â€œDr. Phares is not making any comments for now.â€ The House Intelligence panel does not discuss details of most of the dozens of interviews conducted behind closed doors during its months-long investigation, but it has been disclosed publicly that Phares has come under congressional scrutiny over his connections with Russia. Senator Dianne Feinstein, the top Democrat on the Senate Judiciary Committee, wrote last month to Phares, who was a Trump campaign foreign policy adviser, asking him to turn over â€œdocuments related to Russian contacts and the Republican Partyâ€™s position on Ukraine.â€ In her letter to Phares, Feinstein said she was interested in a meeting that he and two other Trump advisers allegedly held during the Republican National Convention in Cleveland in 2016 with Sergei Kislyak, then Russiaâ€™s ambassador to the United States. On Nov. 29, when Feinstein announced her request, a Phares aide said he maintains Kislyak was just one of many foreign diplomats present at a panel discussion, which could not â€œfairlyâ€ be described as a meeting with Russian officials. The Senate Judiciary and Senate Intelligence panels are also investigating Russia and last yearâ€™s election and possible collusion between Trump associates and Moscow, as is Department of Justice Special Counsel Robert Mueller. U.S. intelligence agencies concluded that Russia sought to influence the 2016 U.S. election to help Trump win the White House. Russia denies any such effort and Trump has dismissed talk of collusion. ",politicsNews
Farenthold should resign if misconduct accusations true: senior House Republican,"WASHINGTON (Reuters) - U.S. Representative Cathy McMorris Rodgers, the fourth-ranking Republican in the House of Representatives, on Friday told Fox News Channel that fellow Republican Representative Blake Farenthold should resign if an ethics investigation finds that sexual misconduct accusations against him have merit.  â€œIf these allegations are proven to be true ... I would hope that he would step aside,â€ said McMorris Rodgers, chair of the House Republican Conference. Farentholdâ€™s office was not immediately available to comment on her remarks. The House Ethics Committee said on Thursday it was investigating Farenthold, 55, over allegations of sexual harassment, discrimination and retaliation involving a former female staff member. It said it was also looking into whether the Corpus Christi, Texas, congressman made inappropriate statements to other members of his staff. Farenthold said on Thursday he was relieved that the ethics panel was going to look into the accusations. â€œOnce all the facts are released, Iâ€˜m confident this matter will once and for all be settled and resolved,â€ he said. Politico reported last week that the congressional Office of Compliance had paid $84,000 from a public fund on behalf of Farenthold for a sexual harassment claim. In 2014, Farentholdâ€™s former communications director Lauren Greene sued him, alleging a hostile work environment, gender discrimination and retaliation, court documents showed. Farenthold and Greene reached a mediated agreement in 2015 to avoid costly litigation, but the settlementâ€™s details were confidential, according to a statement released at the time in which Farenthold denied engaging in any wrongdoing. A number of lawmakers have been accused of sexual misconduct. This week, Democratic Representative John Conyers and Republican Representative Trent Franks resigned, while Democratic Senator Al Franken said he would be stepping down in the coming weeks. ",politicsNews
Congressman Franks says resigning immediately,"WASHINGTON (Reuters) - U.S. Representative Trent Franks said on Friday that he would resign from Congress effective immediately, instead of the Jan. 31 date he previously had set following the announcement of a probe into accusations of sexual harassment against him. â€œLast night, my wife was admitted to the hospital in Washington, D.C., due to an ongoing ailment. After discussing options with my family, we came to the conclusion that the best thing for our family now would be for me to tender my previous resignation effective today, December 8th, 2017,â€ Franks said in an emailed statement. Late on Thursday, Franks, who has represented a district in the Phoenix, Arizona, area since 2003, issued a statement saying that two women on his staff complained that he had discussed with them his efforts to find a surrogate mother, but he denied he had ever â€œphysically intimidated, coerced, or had, or attempted to have, any sexual contact with any member of my congressional staff.â€ The news website Politico on Friday quoted unnamed sources that it was not clear to the women whether he was asking about impregnating them through sexual intercourse or in vitro fertilization. The Associated Press reported that a former aide to Franks said the congressman offered her $5 million to carry his child. Reuters has not confirmed either report. The House of Representatives Ethics Committee said on Thursday it had opened an investigation into accusations of sexual harassment against Franks. The 60-year-old lawmaker also said that he and his wife â€œhave long struggled with infertility.â€ Franksâ€™ departure comes just days after Democratic Representative John Conyers of Michigan announced his immediate retirement amid sexual harassment allegations that he has denied. On Thursday, Democratic Senator Al Franken announced on the Senate floor that he too would resign his Minnesota seat amid harassment claims. ",politicsNews
